Route ID,Source,Destination,Carrier,Distance (km),Cost per km ($),Total Cost ($),Delivery Time (hrs),Delivery Status
R0340,Boston,Las Vegas,Carrier A,1951,2.29,4467.79,24.04,Delivered
R0341,Boston,New York,Carrier A,3455,1.79,6184.45,41.31,In Transit
R0342,Denver,Houston,Carrier B,3224,2.83,9123.92,43.88,Pending
R0343,Dallas,Houston,Carrier B,4718,1.74,8209.32,64.65,Pending
R0344,Seattle,Dallas,Carrier B,1691,3.17,5360.47,24.71,In Transit
R0345,Denver,Seattle,Carrier A,1153,2.41,2778.73,17.6,Pending
R0346,New York,Atlanta,Carrier A,4957,1.52,7534.64,53.2,Delivered
R0347,Dallas,San Francisco,Carrier A,2911,3.45,10042.95,33.79,Delivered
R0348,Phoenix,Boston,Carrier B,907,1.98,1795.86,10.07,Delivered
R0349,Detroit,Atlanta,Carrier A,4477,1.94,8685.38,56.03,Delivered
R0350,San Francisco,Houston,Carrier B,505,2.11,1065.55,5.35,Delivered
R0351,Miami,San Francisco,Carrier B,1636,2.84,4646.24,16.43,Delivered
R0352,Philadelphia,Las Vegas,Carrier B,4011,2.57,10308.27,42.17,Delivered
R0353,Denver,Chicago,Carrier B,3953,1.77,6996.81,41.56,Pending
R0354,New York,Denver,Carrier B,457,2.41,1101.37,4.79,Pending
R0355,Boston,Seattle,Carrier C,4633,2.27,10516.91,49.72,In Transit
R0356,Philadelphia,Philadelphia,Carrier A,3610,2.09,7544.9,43.95,Pending
R0357,Phoenix,Houston,Carrier C,2928,2.35,6880.8,32.59,Pending
R0358,Boston,Houston,Carrier B,2443,2.35,5741.05,28.16,In Transit
R0359,Miami,San Francisco,Carrier C,1923,2.41,4634.43,23.81,Delivered
R0360,Denver,Atlanta,Carrier B,2874,2.99,8593.26,31.58,In Transit
R0361,Philadelphia,Chicago,Carrier B,1700,2.38,4046.0,17.02,Pending
R0362,Dallas,Las Vegas,Carrier C,3701,1.83,6772.83,49.94,Pending
R0363,Boston,Los Angeles,Carrier A,2638,2.79,7360.02,34.91,In Transit
R0364,Dallas,Seattle,Carrier B,2198,3.28,7209.44,23.72,In Transit
R0365,Dallas,New York,Carrier A,2414,3.16,7628.24,28.72,Pending
R0366,Boston,Dallas,Carrier A,1728,2.5,4320.0,23.73,Delivered
R0367,Los Angeles,Phoenix,Carrier C,1307,2.66,3476.62,14.43,In Transit
R0368,Atlanta,Phoenix,Carrier C,577,3.07,1771.39,6.43,In Transit
R0369,San Francisco,Seattle,Carrier C,3661,2.81,10287.41,53.35,Pending
R0370,Miami,New York,Carrier C,1817,1.69,3070.73,22.05,In Transit
R0371,Dallas,Chicago,Carrier A,4819,2.03,9782.57,57.01,Pending
R0372,Chicago,Denver,Carrier B,3063,2.87,8790.81,42.48,Delivered
R0373,Atlanta,San Francisco,Carrier C,2893,1.54,4455.22,35.18,Delivered
R0374,Dallas,Miami,Carrier A,3424,1.56,5341.44,49.71,Delivered
R0375,Los Angeles,Dallas,Carrier B,1036,3.27,3387.72,13.19,In Transit
R0376,Detroit,Los Angeles,Carrier C,626,2.97,1859.22,8.15,Delivered
R0377,Seattle,Atlanta,Carrier A,789,2.12,1672.68,8.94,Delivered
R0378,Boston,Las Vegas,Carrier B,1298,2.85,3699.3,20.77,In Transit
R0379,New York,Miami,Carrier C,1261,1.65,2080.65,14.01,In Transit
R0380,New York,Philadelphia,Carrier C,3594,1.98,7116.12,45.83,In Transit
R0381,New York,Denver,Carrier C,2027,2.94,5959.38,22.04,In Transit
R0382,Boston,Seattle,Carrier C,1147,2.16,2477.52,12.72,Pending
R0383,San Francisco,Los Angeles,Carrier B,3539,2.69,9519.91,35.7,Pending
R0384,New York,New York,Carrier A,4548,2.5,11370.0,63.54,Pending
R0385,Dallas,New York,Carrier A,2350,3.49,8201.5,24.33,Pending
R0386,Detroit,Atlanta,Carrier B,416,3.03,1260.48,5.12,Delivered
R0387,Boston,Chicago,Carrier C,3384,2.17,7343.28,48.16,Delivered
R0388,Boston,Philadelphia,Carrier B,3402,2.78,9457.56,42.69,Pending
R0389,Houston,Las Vegas,Carrier A,1076,2.57,2765.32,10.85,Delivered
R0390,Houston,Los Angeles,Carrier B,2495,2.12,5289.4,26.03,In Transit
R0391,New York,New York,Carrier A,3404,3.14,10688.56,50.17,In Transit
R0392,Miami,Atlanta,Carrier C,2703,3.09,8352.27,40.26,Pending
R0393,Miami,Philadelphia,Carrier A,4002,2.61,10445.22,49.58,Pending
R0394,Denver,Atlanta,Carrier C,790,2.81,2219.9,10.62,Pending
R0395,Houston,Los Angeles,Carrier C,2481,1.73,4292.13,31.38,In Transit
R0396,Denver,New York,Carrier A,3741,1.87,6995.67,38.4,In Transit
R0397,Miami,Houston,Carrier A,1933,2.79,5393.07,25.2,In Transit
R0398,Philadelphia,Phoenix,Carrier B,4473,2.33,10422.09,55.24,Delivered
R0399,Las Vegas,San Francisco,Carrier C,380,3.23,1227.4,5.45,Delivered
R0400,Seattle,Detroit,Carrier A,4881,1.74,8492.94,62.37,Pending
R0401,New York,Dallas,Carrier B,1035,2.02,2090.7,13.32,Pending
R0402,Boston,Miami,Carrier A,1930,2.02,3898.6,28.4,Delivered
R0403,Detroit,Las Vegas,Carrier C,1183,2.82,3336.06,15.74,Delivered
R0404,Phoenix,Boston,Carrier A,609,3.49,2125.41,6.68,Delivered
R0405,Philadelphia,Houston,Carrier A,4756,2.15,10225.4,50.59,In Transit
R0406,Boston,Chicago,Carrier C,548,2.49,1364.52,7.46,Delivered
R0407,Seattle,Houston,Carrier B,2415,2.41,5820.15,27.68,Pending
R0408,New York,San Francisco,Carrier C,2472,3.21,7935.12,25.01,In Transit
R0409,Miami,Phoenix,Carrier B,3760,2.53,9512.8,37.68,Pending
R0410,Dallas,Los Angeles,Carrier C,1528,2.89,4415.92,19.35,Pending
R0411,Atlanta,Chicago,Carrier B,4028,2.34,9425.52,59.59,Pending
R0412,Dallas,Los Angeles,Carrier A,1370,2.91,3986.7,15.15,In Transit
R0413,San Francisco,Denver,Carrier C,404,2.13,860.52,5.27,In Transit
R0414,Philadelphia,Chicago,Carrier A,3735,2.27,8478.45,43.82,In Transit
R0415,Seattle,Las Vegas,Carrier A,1400,3.04,4256.0,18.16,Delivered
R0416,Philadelphia,Houston,Carrier B,1529,3.31,5060.99,17.12,Pending
R0417,San Francisco,Dallas,Carrier A,4434,1.96,8690.64,45.44,Delivered
R0418,Dallas,Las Vegas,Carrier A,622,3.27,2033.94,8.53,Delivered
R0419,New York,Dallas,Carrier A,2901,2.78,8064.78,39.54,In Transit
R0420,Philadelphia,Phoenix,Carrier A,2375,2.6,6175.0,25.68,Delivered
R0421,Philadelphia,San Francisco,Carrier B,2189,2.88,6304.32,27.64,Delivered
R0422,Las Vegas,New York,Carrier A,2345,2.57,6026.65,31.55,Pending
R0423,Chicago,Chicago,Carrier B,2460,3.39,8339.4,39.98,In Transit
R0424,Las Vegas,Philadelphia,Carrier C,317,2.41,763.97,3.77,Pending
R0425,Dallas,Atlanta,Carrier A,314,3.42,1073.88,3.54,In Transit
R0426,Houston,New York,Carrier C,4692,2.06,9665.52,49.03,Pending
R0427,Dallas,Denver,Carrier B,4134,1.63,6738.42,52.11,Delivered
R0428,Denver,Houston,Carrier A,705,2.85,2009.25,7.17,Pending
R0429,Los Angeles,Los Angeles,Carrier B,582,2.25,1309.5,6.11,Delivered
R0430,Chicago,Dallas,Carrier A,4935,1.65,8142.75,61.17,Delivered
R0431,San Francisco,Detroit,Carrier B,827,2.28,1885.56,9.45,Pending
R0432,Atlanta,Dallas,Carrier A,4044,2.19,8856.36,41.33,Delivered
R0433,New York,Chicago,Carrier C,470,2.94,1381.8,7.58,In Transit
R0434,Atlanta,Los Angeles,Carrier B,3870,2.92,11300.4,58.08,Delivered
R0435,Los Angeles,San Francisco,Carrier A,3603,1.65,5944.95,55.75,Pending
R0436,Las Vegas,Dallas,Carrier A,4031,2.8,11286.8,41.3,Delivered
R0437,Detroit,Boston,Carrier A,3587,1.56,5595.72,39.42,Pending
R0438,Houston,San Francisco,Carrier C,327,3.1,1013.7,4.81,Pending
R0439,Miami,Philadelphia,Carrier A,2673,2.44,6522.12,30.95,In Transit
R0440,Philadelphia,Houston,Carrier C,3228,2.76,8909.28,46.51,Delivered
R0441,Boston,Houston,Carrier B,3678,3.16,11622.48,42.53,In Transit
R0442,Chicago,Dallas,Carrier B,2142,3.25,6961.5,28.5,Pending
R0443,Miami,Miami,Carrier C,456,1.71,779.76,6.67,Pending
R0444,New York,Los Angeles,Carrier C,3389,2.62,8879.18,48.72,In Transit
R0445,Boston,San Francisco,Carrier C,4853,3.09,14995.77,52.82,Delivered
R0446,Seattle,Seattle,Carrier B,4697,1.65,7750.05,74.84,Pending
R0447,Atlanta,Dallas,Carrier C,1369,2.06,2820.14,19.63,Delivered
R0448,Chicago,New York,Carrier C,4337,3.18,13791.66,53.23,Delivered
R0449,Miami,Las Vegas,Carrier A,2033,1.97,4005.01,29.59,In Transit
R0450,Philadelphia,New York,Carrier C,2230,2.51,5597.3,25.73,Pending
R0451,Los Angeles,Los Angeles,Carrier C,537,2.32,1245.84,5.49,Delivered
R0452,Phoenix,Houston,Carrier C,4959,2.03,10066.77,67.27,Pending
R0453,Houston,Atlanta,Carrier A,1415,2.45,3466.75,17.84,In Transit
R0454,Phoenix,San Francisco,Carrier A,1088,2.35,2556.8,11.73,Pending
R0455,Denver,Las Vegas,Carrier C,1968,3.16,6218.88,26.64,Delivered
R0456,Las Vegas,Phoenix,Carrier B,3008,1.8,5414.4,37.04,Delivered
R0457,Denver,New York,Carrier B,1925,2.76,5313.0,26.78,In Transit
R0458,Detroit,Phoenix,Carrier B,3873,2.01,7784.73,38.81,Delivered
R0459,Dallas,New York,Carrier B,4291,2.13,9139.83,43.37,Delivered
R0460,Detroit,Denver,Carrier C,4912,2.24,11002.88,50.62,In Transit
R0461,Los Angeles,San Francisco,Carrier A,2841,2.7,7670.7,47.04,Delivered
R0462,Detroit,Chicago,Carrier A,3652,2.44,8910.88,38.4,In Transit
R0463,Detroit,Seattle,Carrier B,4990,2.34,11676.6,69.24,Pending
R0464,Atlanta,Seattle,Carrier C,4829,2.38,11493.02,51.92,In Transit
R0465,Denver,San Francisco,Carrier B,2596,2.08,5399.68,35.34,In Transit
R0466,Seattle,Miami,Carrier B,4224,2.12,8954.88,55.98,Delivered
R0467,Denver,Dallas,Carrier C,3594,1.68,6037.92,36.08,Delivered
R0468,Houston,Denver,Carrier A,2764,1.79,4947.56,28.09,Pending
R0469,Miami,Philadelphia,Carrier A,2953,3.35,9892.55,36.15,Pending
R0470,Dallas,Miami,Carrier B,3065,2.4,7356.0,47.16,Pending
R0471,Boston,Detroit,Carrier A,1505,2.98,4484.9,20.56,Delivered
R0472,Miami,Seattle,Carrier B,1374,1.67,2294.58,20.44,Pending
R0473,Houston,Los Angeles,Carrier B,3862,2.5,9655.0,63.12,Delivered
R0474,Phoenix,Boston,Carrier A,4449,2.2,9787.8,57.9,In Transit
R0475,Los Angeles,Los Angeles,Carrier C,4728,1.97,9314.16,52.37,Delivered
R0476,San Francisco,Chicago,Carrier C,938,2.73,2560.74,10.52,Delivered
R0477,Chicago,New York,Carrier C,510,2.26,1152.6,6.63,Delivered
R0478,Miami,Phoenix,Carrier C,4339,3.2,13884.8,68.43,In Transit
R0479,Seattle,Boston,Carrier B,4222,2.51,10597.22,42.47,Delivered
R0480,Los Angeles,Dallas,Carrier B,897,2.83,2538.51,10.93,Delivered
R0481,Boston,Houston,Carrier B,3922,3.1,12158.2,41.14,Pending
R0482,San Francisco,San Francisco,Carrier B,3214,2.59,8324.26,33.41,In Transit
R0483,Las Vegas,Las Vegas,Carrier B,1617,2.4,3880.8,18.19,Delivered
R0484,Dallas,Chicago,Carrier C,345,2.98,1028.1,3.77,In Transit
R0485,Denver,Las Vegas,Carrier C,797,1.51,1203.47,13.03,Delivered
R0486,Las Vegas,Las Vegas,Carrier A,4091,1.69,6913.79,58.01,Pending
R0487,Houston,Boston,Carrier C,2101,2.84,5966.84,24.8,Delivered
R0488,San Francisco,Houston,Carrier B,4061,1.53,6213.33,43.0,Delivered
R0489,Atlanta,Chicago,Carrier C,1988,2.07,4115.16,20.03,In Transit
R0490,San Francisco,San Francisco,Carrier B,2207,1.55,3420.85,24.23,In Transit
R0491,San Francisco,Philadelphia,Carrier A,1540,2.32,3572.8,15.67,Pending
R0492,Atlanta,San Francisco,Carrier A,441,2.58,1137.78,5.55,Pending
R0493,Detroit,Dallas,Carrier C,1841,2.38,4381.58,27.51,Pending
R0494,Miami,Atlanta,Carrier A,2246,2.13,4783.98,31.97,Delivered
R0495,Los Angeles,Dallas,Carrier C,3819,2.36,9012.84,56.33,Pending
R0496,Dallas,Miami,Carrier B,3186,1.88,5989.68,37.15,In Transit
R0497,Boston,Los Angeles,Carrier A,4961,3.46,17165.06,71.25,Pending
R0498,Los Angeles,Chicago,Carrier A,1536,3.42,5253.12,15.8,In Transit
R0499,Los Angeles,Houston,Carrier B,791,2.26,1787.66,8.57,Pending
R0500,San Francisco,Los Angeles,Carrier A,4352,2.44,10618.88,61.51,Delivered
R0501,Phoenix,New York,Carrier C,3934,3.42,13454.28,40.05,Delivered
R0502,New York,San Francisco,Carrier C,1378,3.37,4643.86,19.89,Delivered
R0503,Atlanta,Chicago,Carrier C,2005,1.87,3749.35,31.32,In Transit
R0504,Seattle,Detroit,Carrier C,4789,3.5,16761.5,79.12,Pending
R0505,Phoenix,Chicago,Carrier B,608,2.45,1489.6,7.68,Pending
R0506,Boston,Atlanta,Carrier C,1165,2.67,3110.55,15.94,Delivered
R0507,Houston,Philadelphia,Carrier C,3420,2.9,9918.0,42.62,Pending
R0508,Las Vegas,Denver,Carrier C,2310,3.04,7022.4,28.98,Delivered
R0509,Detroit,Los Angeles,Carrier B,3990,2.21,8817.9,49.23,In Transit
R0510,Houston,New York,Carrier C,3878,1.59,6166.02,46.1,Delivered
R0511,San Francisco,Phoenix,Carrier B,568,1.8,1022.4,7.83,In Transit
R0512,Denver,Miami,Carrier A,881,2.49,2193.69,8.99,Pending
R0513,New York,Detroit,Carrier C,4305,2.11,9083.55,46.71,Delivered
R0514,Denver,Detroit,Carrier A,1890,3.26,6161.4,25.38,Delivered
R0515,Detroit,Detroit,Carrier C,575,3.02,1736.5,6.04,Pending
R0516,Dallas,Chicago,Carrier A,961,2.42,2325.62,13.68,Delivered
R0517,Las Vegas,Miami,Carrier A,1569,1.65,2588.85,24.74,In Transit
R0518,Dallas,Los Angeles,Carrier B,692,2.54,1757.68,8.78,Delivered
R0519,New York,Las Vegas,Carrier B,2203,1.66,3656.98,28.44,Pending
R0520,Chicago,Denver,Carrier A,881,2.48,2184.88,9.62,In Transit
R0521,Seattle,Boston,Carrier B,3640,2.26,8226.4,50.29,Pending
R0522,Chicago,Phoenix,Carrier C,2590,1.54,3988.6,26.23,In Transit
R0523,New York,Dallas,Carrier C,2013,3.03,6099.39,27.55,In Transit
R0524,Chicago,Phoenix,Carrier C,2921,1.91,5579.11,29.58,Pending
R0525,Denver,San Francisco,Carrier B,1862,1.97,3668.14,18.89,Delivered
R0526,Philadelphia,San Francisco,Carrier C,1684,3.13,5270.92,21.07,In Transit
R0527,Philadelphia,New York,Carrier A,1391,3.23,4492.93,14.7,Pending
R0528,Chicago,Houston,Carrier B,1016,1.67,1696.72,10.57,In Transit
R0529,Dallas,Philadelphia,Carrier B,857,2.07,1773.99,13.11,Delivered
R0530,San Francisco,Los Angeles,Carrier A,4838,1.65,7982.7,72.97,Pending
R0531,Atlanta,Seattle,Carrier B,4566,2.25,10273.5,73.85,Delivered
R0532,Los Angeles,Denver,Carrier C,1197,3.24,3878.28,17.65,Pending
R0533,Seattle,Chicago,Carrier A,2773,2.63,7292.99,37.17,Pending
R0534,Philadelphia,Miami,Carrier C,2738,3.41,9336.58,38.42,In Transit
R0535,New York,Detroit,Carrier B,3937,3.28,12913.36,41.73,Pending
R0536,Los Angeles,Seattle,Carrier B,1313,2.49,3269.37,19.97,Delivered
R0537,Denver,Phoenix,Carrier C,3219,3.12,10043.28,44.07,Pending
R0538,New York,Denver,Carrier B,2978,1.89,5628.42,31.78,Delivered
R0539,Miami,Phoenix,Carrier C,3661,2.9,10616.9,39.75,Pending
R0540,Miami,Boston,Carrier A,508,3.18,1615.44,5.13,Pending
R0541,Chicago,Philadelphia,Carrier B,3458,2.69,9302.02,41.97,Pending
R0542,San Francisco,San Francisco,Carrier B,1136,3.17,3601.12,12.51,In Transit
R0543,Denver,Dallas,Carrier A,4219,2.78,11728.82,43.32,In Transit
R0544,Miami,Atlanta,Carrier B,3275,1.97,6451.75,43.67,Delivered
R0545,Phoenix,Los Angeles,Carrier C,3103,3.4,10550.2,50.85,In Transit
R0546,Detroit,Detroit,Carrier B,1562,1.8,2811.6,18.73,Pending
R0547,Seattle,Seattle,Carrier A,2951,2.44,7200.44,35.24,Delivered
R0548,New York,Chicago,Carrier C,3437,3.0,10311.0,40.82,In Transit
R0549,Atlanta,Boston,Carrier B,2513,3.34,8393.42,32.15,Pending
R0550,Atlanta,Dallas,Carrier C,737,3.0,2211.0,7.42,Pending
R0551,Phoenix,Atlanta,Carrier C,401,2.89,1158.89,4.96,In Transit
R0552,San Francisco,San Francisco,Carrier A,2597,2.24,5817.28,37.11,Pending
R0553,Philadelphia,Chicago,Carrier B,4388,1.76,7722.88,47.02,Pending
R0554,San Francisco,San Francisco,Carrier A,4441,2.89,12834.49,48.98,In Transit
R0555,Atlanta,Atlanta,Carrier B,4822,2.61,12585.42,63.97,Pending
R0556,Dallas,San Francisco,Carrier B,4678,2.76,12911.28,62.0,Pending
R0557,Houston,Las Vegas,Carrier A,2297,3.16,7258.52,25.07,Pending
R0558,New York,New York,Carrier B,3766,2.24,8435.84,48.81,In Transit
R0559,Houston,Detroit,Carrier B,3244,3.43,11126.92,44.45,Delivered
R0560,Chicago,Miami,Carrier A,3128,1.65,5161.2,37.02,In Transit
R0561,Phoenix,Dallas,Carrier A,1561,2.14,3340.54,25.63,Delivered
R0562,Boston,Denver,Carrier C,2079,1.86,3866.94,23.49,In Transit
R0563,Seattle,Denver,Carrier B,3730,2.98,11115.4,58.17,In Transit
R0564,Chicago,San Francisco,Carrier A,2952,1.76,5195.52,37.49,In Transit
R0565,Las Vegas,Denver,Carrier C,2986,1.98,5912.28,31.75,Delivered
R0566,Atlanta,Houston,Carrier C,1099,3.29,3615.71,12.37,Delivered
R0567,San Francisco,Miami,Carrier B,1192,1.86,2217.12,13.0,Delivered
R0568,Denver,Seattle,Carrier A,4771,2.76,13167.96,50.81,Delivered
R0569,Atlanta,Miami,Carrier A,3106,2.6,8075.6,33.79,Pending
R0570,Boston,New York,Carrier A,1290,1.99,2567.1,16.33,In Transit
R0571,San Francisco,Boston,Carrier C,3531,3.01,10628.31,58.39,Delivered
R0572,Seattle,Denver,Carrier A,1679,2.4,4029.6,19.26,In Transit
R0573,Miami,Philadelphia,Carrier B,1835,2.35,4312.25,20.38,Pending
R0574,Miami,Los Angeles,Carrier B,570,2.85,1624.5,7.77,Delivered
R0575,Miami,Boston,Carrier A,2965,2.4,7116.0,44.03,Pending
R0576,Atlanta,Boston,Carrier C,3365,2.98,10027.7,49.3,In Transit
R0577,Detroit,Detroit,Carrier A,3847,2.65,10194.55,39.47,In Transit
R0578,Dallas,Detroit,Carrier A,1512,1.7,2570.4,18.82,In Transit
R0579,Miami,Detroit,Carrier B,2705,1.73,4679.65,31.92,In Transit
R0580,Denver,Las Vegas,Carrier C,1865,2.35,4382.75,25.4,Delivered
R0581,San Francisco,San Francisco,Carrier A,2095,2.5,5237.5,25.39,Pending
R0582,Chicago,Boston,Carrier C,1244,3.39,4217.16,16.31,In Transit
R0583,Chicago,Dallas,Carrier B,3103,3.22,9991.66,43.58,In Transit
R0584,Houston,Philadelphia,Carrier B,1342,2.89,3878.38,14.41,Delivered
R0585,San Francisco,New York,Carrier A,4588,1.66,7616.08,54.61,Pending
R0586,Chicago,Chicago,Carrier B,4452,3.1,13801.2,67.57,Delivered
R0587,Boston,Denver,Carrier C,3088,3.01,9294.88,38.89,In Transit
R0588,Detroit,Dallas,Carrier C,1764,1.57,2769.48,26.35,Delivered
R0589,Chicago,San Francisco,Carrier B,4105,3.04,12479.2,66.27,Delivered
R0590,Detroit,Dallas,Carrier B,3215,1.6,5144.0,46.91,Delivered
R0591,Philadelphia,Las Vegas,Carrier A,3969,1.6,6350.4,49.1,Pending
R0592,Atlanta,Detroit,Carrier C,2053,1.55,3182.15,28.75,Pending
R0593,Philadelphia,New York,Carrier C,2611,2.43,6344.73,28.85,Pending
R0594,Las Vegas,San Francisco,Carrier B,2044,2.26,4619.44,31.17,Delivered
R0595,Denver,Phoenix,Carrier A,974,3.2,3116.8,15.53,Pending
R0596,Las Vegas,Dallas,Carrier C,3458,1.96,6777.68,44.13,Pending
R0597,Las Vegas,Detroit,Carrier A,2791,1.97,5498.27,27.91,In Transit
R0598,San Francisco,Miami,Carrier C,2993,2.22,6644.46,43.75,In Transit
R0599,San Francisco,Los Angeles,Carrier A,3487,3.28,11437.36,42.76,In Transit
R0600,Houston,Denver,Carrier A,4940,3.25,16055.0,66.93,In Transit
R0601,Los Angeles,Las Vegas,Carrier B,2987,2.66,7945.42,32.63,In Transit
R0602,Dallas,Philadelphia,Carrier B,3457,1.85,6395.45,41.94,In Transit
R0603,Atlanta,Detroit,Carrier A,569,3.29,1872.01,6.06,Pending
R0604,Atlanta,Las Vegas,Carrier C,4247,1.52,6455.44,53.97,In Transit
R0605,Phoenix,Phoenix,Carrier B,839,2.44,2047.16,9.31,In Transit
R0606,San Francisco,Houston,Carrier C,4843,1.8,8717.4,60.12,Pending
R0607,Los Angeles,New York,Carrier B,3385,3.47,11745.95,41.85,Delivered
R0608,Denver,New York,Carrier B,3894,1.85,7203.9,62.74,In Transit
R0609,Houston,Los Angeles,Carrier A,831,2.15,1786.65,11.88,Pending
R0610,Dallas,Atlanta,Carrier B,3789,3.3,12503.7,54.67,In Transit
R0611,New York,Boston,Carrier B,4561,3.26,14868.86,68.5,Delivered
R0612,Boston,Chicago,Carrier C,1292,3.36,4341.12,17.21,Delivered
R0613,Atlanta,Chicago,Carrier A,998,1.78,1776.44,10.5,Delivered
R0614,Philadelphia,Chicago,Carrier C,1386,1.96,2716.56,20.61,Pending
R0615,Detroit,Chicago,Carrier C,916,2.87,2628.92,13.07,Delivered
R0616,Philadelphia,Los Angeles,Carrier B,1137,1.8,2046.6,15.1,In Transit
R0617,Boston,Houston,Carrier C,966,2.63,2540.58,14.76,Delivered
R0618,Seattle,Los Angeles,Carrier A,2854,3.46,9874.84,36.9,In Transit
R0619,New York,New York,Carrier A,2912,3.07,8939.84,37.21,Pending
R0620,Las Vegas,Las Vegas,Carrier B,952,1.95,1856.4,10.16,Pending
R0621,Los Angeles,Dallas,Carrier C,1116,3.4,3794.4,16.1,Delivered
R0622,Las Vegas,Las Vegas,Carrier A,1250,3.17,3962.5,13.93,Delivered
R0623,New York,Denver,Carrier A,4967,2.18,10828.06,54.28,In Transit
R0624,Philadelphia,Detroit,Carrier C,4454,2.06,9175.24,57.42,Delivered
R0625,Boston,Philadelphia,Carrier B,2541,2.72,6911.52,31.46,Pending
R0626,San Francisco,New York,Carrier B,1251,1.94,2426.94,17.87,Pending
R0627,Atlanta,Phoenix,Carrier B,3771,2.53,9540.63,55.93,In Transit
R0628,Houston,Denver,Carrier C,4021,2.8,11258.8,50.34,In Transit
R0629,Boston,Philadelphia,Carrier B,1822,3.19,5812.18,21.42,Pending
R0630,Chicago,Las Vegas,Carrier A,1060,2.98,3158.8,11.34,Pending
R0631,Los Angeles,San Francisco,Carrier A,3359,2.02,6785.18,41.02,Pending
R0632,Detroit,Seattle,Carrier C,4229,2.99,12644.71,46.59,Pending
R0633,San Francisco,Phoenix,Carrier A,4448,2.29,10185.92,52.37,Delivered
R0634,Denver,Miami,Carrier A,2642,2.64,6974.88,42.94,Delivered
R0635,Seattle,Phoenix,Carrier A,4863,2.27,11039.01,69.78,Delivered
R0636,Denver,Miami,Carrier C,1240,2.44,3025.6,19.4,Pending
R0637,New York,Denver,Carrier B,3874,1.5,5811.0,51.14,In Transit
R0638,San Francisco,Detroit,Carrier C,4845,2.43,11773.35,67.48,In Transit
R0639,Chicago,New York,Carrier B,4023,2.05,8247.15,45.56,Pending
R0640,Dallas,Los Angeles,Carrier A,4389,2.77,12157.53,49.06,In Transit
R0641,Los Angeles,Las Vegas,Carrier A,3753,1.62,6079.86,57.59,Delivered
R0642,Houston,San Francisco,Carrier A,4526,2.01,9097.26,70.16,Delivered
R0643,Boston,Miami,Carrier A,2871,2.97,8526.87,39.22,Pending
R0644,Dallas,Phoenix,Carrier B,4305,2.4,10332.0,47.37,Pending
R0645,Chicago,Las Vegas,Carrier A,342,1.68,574.56,3.69,Delivered
R0646,Los Angeles,New York,Carrier C,3543,3.18,11266.74,45.42,In Transit
R0647,San Francisco,Dallas,Carrier B,1197,1.86,2226.42,14.63,Delivered
R0648,Seattle,Boston,Carrier C,4968,2.28,11327.04,54.9,Delivered
R0649,Seattle,Denver,Carrier C,3800,3.46,13148.0,52.96,Delivered
R0650,Boston,Houston,Carrier B,1261,1.51,1904.11,20.54,Delivered
R0651,Los Angeles,Philadelphia,Carrier B,499,2.87,1432.13,7.37,Pending
R0652,Atlanta,Detroit,Carrier C,4742,2.94,13941.48,53.43,Delivered
R0653,Houston,Miami,Carrier C,1152,3.1,3571.2,16.41,In Transit
R0654,Atlanta,Detroit,Carrier B,4664,2.79,13012.56,57.9,Pending
R0655,Phoenix,Denver,Carrier B,1966,2.54,4993.64,20.07,Pending
R0656,Atlanta,Seattle,Carrier B,749,1.92,1438.08,10.71,Delivered
R0657,Chicago,Atlanta,Carrier C,311,1.94,603.34,4.19,Pending
R0658,Philadelphia,Denver,Carrier B,431,2.85,1228.35,5.84,In Transit
R0659,Dallas,Chicago,Carrier C,4644,2.15,9984.6,63.58,Delivered
R0660,Seattle,Phoenix,Carrier B,3462,1.58,5469.96,41.7,Pending
R0661,Denver,Los Angeles,Carrier B,3753,1.51,5667.03,49.14,Delivered
R0662,Boston,Miami,Carrier C,4812,1.59,7651.08,77.04,Pending
R0663,Los Angeles,Las Vegas,Carrier C,3479,2.32,8071.28,37.78,In Transit
R0664,Dallas,Detroit,Carrier A,1404,1.64,2302.56,16.57,In Transit
R0665,Detroit,Seattle,Carrier A,500,1.69,845.0,5.9,Delivered
R0666,Houston,Denver,Carrier B,1755,1.92,3369.6,23.05,Delivered
R0667,Phoenix,Philadelphia,Carrier B,3438,3.1,10657.8,54.83,Pending
R0668,San Francisco,Seattle,Carrier C,3466,3.3,11437.8,40.77,Pending
R0669,Philadelphia,Philadelphia,Carrier C,2781,2.8,7786.8,27.81,Pending
R0670,Seattle,Boston,Carrier C,2422,1.68,4068.96,26.5,In Transit
R0671,Detroit,Dallas,Carrier C,3243,1.63,5286.09,53.18,In Transit
